#                \hbar \omega(eV)     Re(chi) (e^2*a_0^2/eV) Im(chi) (e^2*a_0^2/eV)
     chi_1_1=  0.000000000000000E+00  0.989777221237226E+02  -.000000000000000E+00
     chi_2_1=  0.000000000000000E+00  -.199963921973699E-03  0.000000000000000E+00
     chi_3_1=  0.000000000000000E+00  -.567288324388088E+02  0.000000000000000E+00
     chi_1_2=  0.000000000000000E+00  -.199862296858969E-03  0.000000000000000E+00
     chi_2_2=  0.000000000000000E+00  0.883595995492915E+02  -.000000000000000E+00
     chi_3_2=  0.000000000000000E+00  0.140742435166178E-03  -.000000000000000E+00
     chi_1_3=  0.000000000000000E+00  -.567258977482767E+02  0.000000000000000E+00
     chi_2_3=  0.000000000000000E+00  0.140685661100800E-03  -.000000000000000E+00
     chi_3_3=  0.000000000000000E+00  0.774158400476728E+02  -.000000000000000E+00
     chi_1_1=  0.100000000000000E-01  0.989782802992235E+02  0.783212036864340E-02
     chi_2_1=  0.100000000000000E-01  -.199967552198887E-03  -.510054627027978E-07
     chi_3_1=  0.100000000000000E-01  -.567291872239563E+02  -.497867348963528E-02
     chi_1_2=  0.100000000000000E-01  -.199865917564506E-03  -.508707735700682E-07
     chi_2_2=  0.100000000000000E-01  0.883600420555544E+02  0.620856306675366E-02
     chi_3_2=  0.100000000000000E-01  0.140744922043516E-03  0.349412392882417E-07
     chi_1_3=  0.100000000000000E-01  -.567262522277608E+02  -.497434408915767E-02
     chi_2_3=  0.100000000000000E-01  0.140688142158444E-03  0.348588167975788E-07
     chi_3_3=  0.100000000000000E-01  0.774161745144860E+02  0.469268882950142E-02
     chi_1_1=  0.200000000000000E-01  0.989799549019932E+02  0.156653157790076E-01
     chi_2_1=  0.200000000000000E-01  -.199978443659381E-03  -.102022014798394E-06
     chi_3_1=  0.200000000000000E-01  -.567302516298369E+02  -.995805793187966E-02
     chi_1_2=  0.200000000000000E-01  -.199876780460038E-03  -.101752550709606E-06
     chi_2_2=  0.200000000000000E-01  0.883613696325444E+02  0.124179463315335E-01
     chi_3_2=  0.200000000000000E-01  0.140752383213561E-03  0.698900793978372E-07
     chi_1_3=  0.200000000000000E-01  -.567273157164383E+02  -.994939609057363E-02
     chi_2_3=  0.200000000000000E-01  0.140695585865395E-03  0.697251769721270E-07
     chi_3_3=  0.200000000000000E-01  0.774171779587698E+02  0.938599564395055E-02
     chi_1_1=  0.300000000000000E-01  0.989827461608650E+02  0.235006617163935E-01
     chi_2_1=  0.300000000000000E-01  -.199996598710404E-03  -.153060751773662E-06
     chi_3_1=  0.300000000000000E-01  -.567320258077841E+02  -.149388645725791E-01
     chi_1_2=  0.300000000000000E-01  -.199894887882748E-03  -.152656340979935E-06
     chi_2_2=  0.300000000000000E-01  0.883635824548863E+02  0.186289703198214E-01
     chi_3_2=  0.300000000000000E-01  0.140764820290702E-03  0.104854125302330E-06
     chi_1_3=  0.300000000000000E-01  -.567290883650046E+02  -.149258642057837E-01
     chi_2_3=  0.300000000000000E-01  0.140707993823989E-03  0.104606627978041E-06
     chi_3_3=  0.300000000000000E-01  0.774188505120751E+02  0.140805386813275E-01
     chi_1_1=  0.400000000000000E-01  0.989866544573307E+02  0.313392345536411E-01
     chi_2_1=  0.400000000000000E-01  -.200022021278748E-03  -.204132781310005E-06
     chi_3_1=  0.400000000000000E-01  -.567345100100892E+02  -.199218052442982E-01
     chi_1_2=  0.400000000000000E-01  -.199920243729349E-03  -.203593165932282E-06
     chi_2_2=  0.400000000000000E-01  0.883666808136995E+02  0.248424562122771E-01
     chi_3_2=  0.400000000000000E-01  0.140782235966555E-03  0.139840990283931E-06
     chi_1_3=  0.400000000000000E-01  -.567315704246881E+02  -.199044572151160E-01
     chi_2_3=  0.400000000000000E-01  0.140725368705742E-03  0.139510725428702E-06
     chi_3_3=  0.400000000000000E-01  0.774211923937133E+02  0.187769366858875E-01
     chi_1_1=  0.500000000000000E-01  0.989916803256996E+02  0.391821119958470E-01
     chi_2_1=  0.500000000000000E-01  -.200054716864920E-03  -.255249229396627E-06
     chi_3_1=  0.500000000000000E-01  -.567377045901051E+02  -.249075926602936E-01
     chi_1_2=  0.500000000000000E-01  -.199952853458181E-03  -.254574065118250E-06
     chi_2_2=  0.500000000000000E-01  0.883706651167118E+02  0.310592261729925E-01
     chi_3_2=  0.500000000000000E-01  0.140804634011425E-03  0.174858300098568E-06
     chi_1_3=  0.500000000000000E-01  -.567347622473495E+02  -.248858847676811E-01
     chi_2_3=  0.500000000000000E-01  0.140747714252784E-03  0.174445037186306E-06
     chi_3_3=  0.500000000000000E-01  0.774242039108435E+02  0.234758091618270E-01
     chi_1_1=  0.600000000000000E-01  0.989978244533138E+02  0.470303735262216E-01
     chi_2_1=  0.600000000000000E-01  -.200094692546147E-03  -.306421246463010E-06
     chi_3_1=  0.600000000000000E-01  -.567416100023906E+02  -.298969407092246E-01
     chi_1_2=  0.600000000000000E-01  -.199992724092168E-03  -.305610102118930E-06
     chi_2_2=  0.600000000000000E-01  0.883755358884217E+02  0.372801036785465E-01
     chi_3_2=  0.600000000000000E-01  0.140832019276354E-03  0.209913697153823E-06
     chi_1_3=  0.600000000000000E-01  -.567386642856272E+02  -.298708576720745E-01
     chi_2_3=  0.600000000000000E-01  0.140775035279865E-03  0.209417147464123E-06
     chi_3_3=  0.600000000000000E-01  0.774278854586009E+02  0.281777766275824E-01
     chi_1_1=  0.700000000000000E-01  0.990050876808327E+02  0.548851008534654E-01
     chi_2_1=  0.700000000000000E-01  -.200141956980226E-03  -.357660013537063E-06
